kegg_pathway_id	kegg_ko_id	coords
00362	K00481	"291,197"
00362	K00448	"397,352"
00362	K00449	"397,352"
00362	K04100	"397,198"
00362	K04101	"397,198"
00362	K10220	"926,197"
00362	K16515	"926,197"
00362	K16514	"831,197"
00362	K10221	"717,197"
00362	K10219	"600,197"
00362	K10218	"1020,197"
00362	K10218	"1020,138"
00362	K01726	"923,138"
00362	K00217	"750,285"
00362	K04098	"526,285"
00362	K01857	"533,352"
00362	K01607	"652,352"
00362	K14727	"652,352"
00362	K14334	"533,317"
00362	K04110	"89,658"
00362	K04105	"89,658"
00362	K04112	"141,855"
00362	K04113	"141,855"
00362	K04114	"141,855"
00362	K04115	"141,855"
00362	K07537	"256,855"
00362	K07538	"380,855"
00362	K07539	"527,855"
00362	K00680	"752,855"
00362	K16173	"847,855"
00362	K07534	"356,750"
00362	K07535	"457,749"
00362	K07536	"559,748"
00362	K04118	"613,769"
00362	K01726	"614,824"
00362	K04117	"311,714"
00362	K04116	"258,686"
00362	K01615	"939,855"
00362	K01692	"1034,855"
00362	K07515	"1034,855"
00362	K07514	"1034,855"
00362	K07511	"1034,855"
00362	K00074	"1131,855"
00362	K00626	"1225,854"
00362	K07824	"150,207"
00362	K04105	"115,166"
00362	K04107	"34,402"
00362	K04108	"34,402"
00362	K04109	"34,402"
00362	K07823	"986,478"
00362	K05783	"272,468"
00362	K00632	"986,457"
00362	K07508	"986,457"
00362	K07509	"986,457"
00362	K07513	"986,457"
00362	K01055	"759,467"
00362	K14727	"759,467"
00362	K03464	"649,468"
00362	K01856	"533,467"
00362	K03381	"397,468"
00362	K05549	"161,468"
00362	K05550	"161,468"
00362	K05784	"161,468"
00362	K01031	"867,467"
00362	K01032	"867,467"
00362	K00446	"397,500"
00362	K01666	"766,551"
00362	K18365	"766,551"
00362	K02554	"670,551"
00362	K18364	"670,551"
00362	K10216	"576,550"
00362	K10621	"397,551"
00362	K01821	"578,640"
00362	K10217	"536,601"
00362	K01617	"624,602"
00362	K00446	"397,639"
00362	K01075	"114,120"
00362	K14333	"341,518"
00362	K04073	"936,551"
00362	K18366	"936,551"
00362	K03268	"161,418"
00362	K16268	"161,418"
00362	K18089	"161,418"
00362	K18090	"161,418"
00362	K16269	"273,418"
00362	K16249	"161,389"
00362	K16243	"161,389"
00362	K16244	"161,389"
00362	K16242	"161,389"
00362	K16245	"161,389"
00362	K16246	"161,389"
00362	K16249	"273,388"
00362	K16243	"273,388"
00362	K16244	"273,388"
00362	K16242	"273,388"
00362	K16245	"273,388"
00362	K16246	"273,388"
00362	K10622	"489,550"
