kegg_pathway_id	kegg_ko_id	coords
03015	K12876	"84,232"
03015	K12877	"84,249"
03015	K13025	"130,249"
03015	K14323	"130,232"
03015	K12875	"222,215"
03015	K14325	"222,232"
03015	K14324	"176,232"
03015	K13171	"184,295"
03015	K14284	"80,295"
03015	K13114	"176,249"
03015	K12881	"222,249"
03015	K14285	"80,312"
03015	K14543	"80,312"
03015	K12882	"130,146"
03015	K14328	"84,215"
03015	K12812	"132,295"
03015	K14294	"132,316"
03015	K14326	"596,589"
03015	K14327	"596,606"
03015	K14328	"596,623"
03015	K08873	"668,589"
03015	K11125	"668,629"
03015	K14409	"668,612"
03015	K11124	"669,655"
03015	K03265	"550,598"
03015	K03267	"550,615"
03015	K13917	"413,99"
03015	K00565	"413,78"
03015	K14397	"841,170"
03015	K14376	"953,171"
03015	K14400	"887,211"
03015	K14399	"841,211"
03015	K14398	"887,170"
03015	K14405	"796,280"
03015	K14403	"934,263"
03015	K14402	"888,263"
03015	K14401	"842,263"
03015	K14404	"842,280"
03015	K14406	"841,330"
03015	K14407	"887,330"
03015	K14408	"933,330"
03015	K06100	"889,356"
03015	K12883	"130,163"
03015	K14396	"590,284"
03015	K13126	"620,534"
03015	K04382	"714,619"
03015	K03456	"714,619"
03015	K04354	"714,619"
03015	K11583	"714,619"
03015	K11584	"714,619"
03015	K13126	"979,536"
03015	K14416	"925,608"
03015	K06965	"925,625"
03015	K12595	"928,748"
03015	K14411	"620,505"
03015	K12595	"209,628"
03015	K15542	"1036,263"
03015	K14962	"990,280"
03015	K15541	"990,263"
03015	K06269	"990,297"
03015	K15543	"1036,280"
03015	K15544	"1036,297"
