kegg_pathway_id	kegg_ko_id	coords
00941	K13082	"649,471"
00941	K00588	"165,757"
00941	K05278	"1035,158"
00941	K00475	"796,215"
00941	K00475	"796,136"
00941	K01859	"463,136"
00941	K01859	"463,294"
00941	K01859	"463,212"
00941	K00660	"231,136"
00941	K13077	"588,158"
00941	K05280	"610,259"
00941	K13080	"823,389"
00941	K13080	"823,346"
00941	K05277	"991,442"
00941	K13082	"991,421"
00941	K05278	"970,508"
00941	K05277	"1097,432"
00941	K13081	"1060,455"
00941	K08695	"1180,432"
00941	K05280	"1036,250"
00941	K13082	"1097,283"
00941	K13082	"1097,204"
00941	K13078	"303,373"
00941	K01859	"463,432"
00941	K13079	"440,561"
00941	K13079	"440,491"
00941	K13079	"440,633"
00941	K05280	"629,600"
00941	K13077	"649,561"
00941	K00475	"730,677"
00941	K05280	"720,643"
00941	K13082	"649,770"
00941	K13077	"649,717"
00941	K13077	"649,834"
00941	K13083	"607,802"
00941	K13083	"579,600"
00941	K05280	"953,548"
00941	K05278	"972,622"
00941	K05280	"1040,579"
00941	K05277	"1097,677"
00941	K08695	"1180,677"
00941	K13083	"1016,802"
00941	K13083	"928,802"
00941	K13083	"903,548"
00941	K13083	"767,802"
00941	K05278	"970,834"
00941	K05277	"976,687"
00941	K13082	"976,666"
00941	K08695	"1180,875"
00941	K05277	"1097,875"
00941	K13081	"1060,897"
00941	K13082	"991,875"
00941	K00475	"796,294"
00941	K00660	"253,677"
00941	K13065	"110,631"
00941	K13065	"223,631"
00941	K09754	"223,553"
00941	K09754	"110,553"
00941	K13065	"110,473"
00941	K13065	"223,473"
00941	K00660	"253,432"
00941	K00660	"231,834"
00941	K13081	"1059,700"
00941	K00475	"796,874"
00941	K00475	"796,432"
00941	K00487	"161,176"
00941	K00660	"231,214"
00941	K08243	"231,214"
00941	K13083	"670,643"
00941	K13083	"990,579"
