kegg_pathway_id	kegg_ko_id	coords
00633	K00622	"432,355"
00633	K11180	"587,286"
00633	K11181	"587,286"
00633	K00169	"505,272"
00633	K00170	"505,272"
00633	K00172	"505,272"
00633	K00171	"505,272"
00633	K03518	"505,253"
00633	K03519	"505,253"
00633	K03520	"505,253"
00633	K00198	"505,253"
00633	K00196	"505,253"
00633	K06281	"505,234"
00633	K06282	"505,234"
00633	K10678	"113,184"
00633	K10679	"113,184"
00633	K10680	"113,184"
00633	K10678	"156,127"
00633	K10679	"156,127"
00633	K10680	"156,127"
