kegg_pathway_id	kegg_ko_id	coords
00510	K07441	"263,121"
00510	K09659	"410,247"
00510	K09658	"365,247"
00510	K03848	"411,359"
00510	K03847	"547,309"
00510	K03846	"639,309"
00510	K03845	"695,265"
00510	K00744	"547,676"
00510	K09661	"547,676"
00510	K07252	"137,400"
00510	K00717	"639,722"
00510	K13748	"456,676"
00510	K07966	"547,723"
00510	K07967	"547,723"
00510	K07968	"547,723"
00510	K00778	"456,723"
00510	K00779	"456,723"
00510	K00737	"639,631"
00510	K00736	"695,594"
00510	K01231	"695,524"
00510	K01230	"547,492"
00510	K00738	"639,676"
00510	K05546	"365,492"
00510	K01228	"263,492"
00510	K03844	"695,181"
00510	K07151	"196,446"
00510	K00729	"229,337"
00510	K03843	"456,113"
00510	K03842	"365,113"
00510	K07432	"263,104"
00510	K00721	"390,230"
00510	K01001	"171,113"
00510	K00902	"73,318"
00510	K12666	"242,446"
00510	K12667	"242,446"
00510	K12668	"242,446"
00510	K12669	"242,446"
00510	K12670	"242,446"
00510	K00730	"242,446"
00510	K12691	"242,446"
00510	K03843	"547,113"
00510	K03844	"639,113"
00510	K03846	"456,308"
00510	K03849	"365,400"
00510	K03850	"263,400"
00510	K05546	"456,492"
00510	K00726	"639,492"
