kegg_pathway_id	kegg_ko_id	coords
00591	K07409	"355,347"
00591	K07409	"250,347"
00591	K00100	"682,446"
00591	K00454	"657,302"
00591	K00460	"707,302"
00591	K01047	"355,195"
00591	K16342	"355,195"
00591	K16343	"355,195"
00591	K14621	"355,195"
00591	K14674	"355,195"
00591	K16817	"355,195"
00591	K01058	"355,195"
00591	K17863	"436,250"
00591	K17864	"436,250"
00591	K17864	"491,195"
00591	K08262	"265,266"
00591	K00508	"265,218"
00591	K15718	"682,250"
00591	K07413	"225,366"
00591	K17718	"225,366"
00591	K17719	"225,366"
00591	K17721	"225,366"
00591	K07418	"275,366"
00591	K07415	"225,385"
00591	K17689	"275,385"
00591	K07424	"275,385"
00591	K07413	"329,366"
00591	K17718	"329,366"
00591	K17719	"329,366"
00591	K17721	"329,366"
00591	K07418	"379,366"
00591	K07415	"329,385"
00591	K17689	"379,385"
00591	K07424	"379,385"
00591	K17863	"436,195"
00591	K17862	"543,249"
