kegg_pathway_id	kegg_ko_id	coords
00400	K01626	"259,192"
00400	K03856	"259,192"
00400	K13853	"259,192"
00400	K05887	"422,319"
00400	K05887	"422,164"
00400	K01736	"397,496"
00400	K01695	"167,407"
00400	K01696	"167,407"
00400	K06001	"167,407"
00400	K01694	"167,407"
00400	K01695	"167,346"
00400	K01696	"120,370"
00400	K06001	"120,370"
00400	K01656	"213,435"
00400	K13501	"213,435"
00400	K01609	"213,435"
00400	K13498	"213,435"
00400	K13501	"214,502"
00400	K01817	"214,502"
00400	K13498	"214,502"
00400	K00766	"255,530"
00400	K13497	"255,530"
00400	K01656	"355,531"
00400	K13501	"355,531"
00400	K01657	"355,531"
00400	K01658	"355,531"
00400	K13503	"355,531"
00400	K13497	"355,531"
00400	K01850	"397,561"
00400	K04092	"397,561"
00400	K14187	"397,561"
00400	K04093	"397,561"
00400	K14170	"397,561"
00400	K04516	"397,561"
00400	K06208	"397,561"
00400	K06209	"397,561"
00400	K13853	"397,561"
00400	K05359	"214,621"
00400	K01713	"214,621"
00400	K04518	"307,621"
00400	K14170	"307,621"
00400	K01713	"307,621"
00400	K05359	"307,621"
00400	K00815	"332,706"
00400	K00838	"332,706"
00400	K03334	"214,725"
00400	K00832	"332,725"
00400	K00838	"332,725"
00400	K00270	"332,744"
00400	K00832	"398,621"
00400	K05359	"357,794"
00400	K01713	"357,794"
00400	K04518	"357,773"
00400	K14170	"357,773"
00400	K01713	"357,773"
00400	K05359	"357,773"
00400	K00211	"526,621"
00400	K00210	"476,621"
00400	K04517	"476,621"
00400	K14187	"476,621"
00400	K00220	"476,621"
00400	K00220	"447,773"
00400	K00500	"357,833"
00400	K03334	"594,725"
00400	K00815	"526,706"
00400	K00838	"526,706"
00400	K00800	"397,439"
00400	K13830	"397,439"
00400	K00891	"397,373"
00400	K13830	"397,373"
00400	K13829	"397,373"
00400	K00014	"398,300"
00400	K13832	"398,300"
00400	K13830	"398,300"
00400	K03785	"398,230"
00400	K03786	"398,230"
00400	K13832	"398,230"
00400	K13830	"398,230"
00400	K09484	"398,145"
00400	K01735	"349,193"
00400	K13830	"349,193"
00400	K13829	"349,193"
00400	K00832	"526,725"
00400	K14454	"282,706"
00400	K14455	"282,706"
00400	K00811	"282,706"
00400	K00812	"282,706"
00400	K00813	"282,706"
00400	K11358	"282,706"
00400	K15849	"282,706"
00400	K14454	"476,706"
00400	K14455	"476,706"
00400	K00811	"476,706"
00400	K00812	"476,706"
00400	K00813	"476,706"
00400	K11358	"476,706"
00400	K15849	"476,706"
00400	K05358	"372,164"
00400	K05358	"372,319"
00400	K09483	"351,270"
00400	K15652	"351,270"
00400	K00817	"282,725"
00400	K00817	"476,725"
00400	K11646	"447,193"
00400	K16306	"538,193"
00400	K05821	"282,744"
00400	K05821	"476,744"
00400	K15226	"447,794"
00400	K15227	"447,794"
00400	K15849	"372,640"
00400	K15849	"422,640"
00400	K00270	"526,744"
00400	K16305	"619,234"
00400	K16305	"620,271"
00400	K17748	"183,666"
00400	K17749	"92,666"
00400	K17750	"43,694"
00400	K18240	"585,561"
00400	K18239	"658,561"
