kegg_pathway_id	kegg_ko_id	coords
04630	K04704	"779,413"
04630	K17383	"779,413"
04630	K17385	"779,413"
04630	K04703	"779,391"
04630	K04570	"779,365"
04630	K04503	"779,331"
04630	K10151	"779,331"
04630	K10152	"779,331"
04630	K04377	"779,309"
04630	K04456	"362,440"
04630	K00922	"280,440"
04630	K02649	"280,440"
04630	K03099	"406,364"
04630	K04364	"343,364"
04630	K07293	"280,364"
04630	K04701	"779,275"
04630	K04702	"778,237"
04630	K04694	"779,181"
04630	K04695	"779,181"
04630	K04696	"779,181"
04630	K04697	"779,181"
04630	K04698	"779,181"
04630	K04699	"779,181"
04630	K04700	"779,181"
04630	K04498	"695,258"
04630	K04693	"695,219"
04630	K11220	"320,238"
04630	K11221	"320,238"
04630	K04692	"320,238"
04630	K11222	"320,238"
04630	K11223	"320,238"
04630	K11224	"320,238"
04630	K11225	"320,238"
04630	K04706	"304,290"
04630	K16063	"304,290"
04630	K16064	"304,290"
04630	K16065	"304,290"
04630	K05697	"201,299"
04630	K04707	"233,162"
04630	K04705	"255,203"
04630	K11217	"185,238"
04630	K04447	"185,238"
04630	K11218	"185,238"
04630	K11219	"185,238"
04630	K04737	"146,221"
04630	K04738	"146,221"
04630	K05055	"146,221"
04630	K05056	"146,221"
04630	K05057	"146,221"
04630	K05058	"146,221"
04630	K05059	"146,221"
04630	K05060	"146,221"
04630	K05061	"146,221"
04630	K05062	"146,221"
04630	K05063	"146,221"
04630	K05064	"146,221"
04630	K05065	"146,221"
04630	K05066	"146,221"
04630	K05067	"146,221"
04630	K05068	"146,221"
04630	K05069	"146,221"
04630	K05070	"146,221"
04630	K05071	"146,221"
04630	K05072	"146,221"
04630	K05073	"146,221"
04630	K05074	"146,221"
04630	K05075	"146,221"
04630	K05076	"146,221"
04630	K05077	"146,221"
04630	K05078	"146,221"
04630	K05079	"146,221"
04630	K05080	"146,221"
04630	K05081	"146,221"
04630	K05082	"146,221"
04630	K05130	"146,221"
04630	K05131	"146,221"
04630	K05132	"146,221"
04630	K05133	"146,221"
04630	K05134	"146,221"
04630	K05135	"146,221"
04630	K05136	"146,221"
04630	K05137	"146,221"
04630	K05138	"146,221"
04630	K05139	"146,221"
04630	K05140	"146,221"
04630	K05405	"50,240"
04630	K05406	"50,240"
04630	K05417	"50,240"
04630	K05418	"50,240"
04630	K05419	"50,240"
04630	K05420	"50,240"
04630	K05421	"50,240"
04630	K05422	"50,240"
04630	K05423	"50,240"
04630	K05424	"50,240"
04630	K05425	"50,240"
04630	K05426	"50,240"
04630	K04736	"50,219"
04630	K05427	"50,219"
04630	K05428	"50,219"
04630	K05429	"50,219"
04630	K05430	"50,219"
04630	K05431	"50,219"
04630	K05432	"50,219"
04630	K05433	"50,219"
04630	K05434	"50,219"
04630	K05435	"50,219"
04630	K05436	"50,219"
04630	K04687	"50,198"
04630	K05414	"50,198"
04630	K05415	"50,198"
04630	K05440	"50,198"
04630	K05441	"50,198"
04630	K05442	"50,198"
04630	K05443	"50,198"
04630	K05444	"50,198"
04630	K05445	"50,198"
04630	K05446	"50,198"
04630	K05447	"50,198"
04630	K06854	"50,177"
04630	K05437	"50,177"
04630	K05438	"50,177"
04630	K05439	"50,177"
