kegg_pathway_id	kegg_ko_id	coords
04152	K07198	"424,574"
04152	K07199	"424,574"
04152	K07200	"424,574"
04152	K04526	"69,1034"
04152	K04527	"139,1034"
04152	K04456	"518,1034"
04152	K00922	"306,1034"
04152	K02649	"306,1034"
04152	K06276	"432,1034"
04152	K16172	"226,1034"
04152	K07187	"226,1034"
04152	K17445	"226,1034"
04152	K17446	"226,1034"
04152	K05459	"69,990"
04152	K05087	"139,990"
04152	K07201	"634,472"
04152	K09408	"634,472"
04152	K07191	"139,849"
04152	K07298	"332,454"
04152	K07201	"634,561"
04152	K09408	"634,561"
04152	K11411	"680,523"
04152	K07202	"719,576"
04152	K07202	"719,481"
04152	K07297	"139,573"
04152	K07359	"284,573"
04152	K08765	"835,943"
04152	K01103	"509,182"
04152	K00850	"601,133"
04152	K03841	"528,92"
04152	K07191	"267,752"
04152	K07207	"599,1025"
04152	K07203	"782,1034"
04152	K07204	"782,1034"
04152	K16184	"782,1034"
04152	K07296	"63,536"
04152	K00693	"618,624"
04152	K07292	"631,262"
04152	K01596	"796,274"
04152	K01084	"796,251"
04152	K07191	"837,481"
04152	K07197	"618,758"
04152	K00665	"831,738"
04152	K11262	"831,760"
04152	K00507	"831,782"
04152	K08292	"645,434"
04152	K03234	"740,434"
04152	K04688	"865,997"
04152	K07205	"865,1022"
04152	K08530	"865,1047"
04152	K16333	"631,321"
04152	K07202	"798,322"
04152	K18341	"360,658"
04152	K08271	"378,454"
04152	K17532	"378,454"
04152	K08272	"365,437"
04152	K04382	"431,654"
04152	K03456	"431,654"
04152	K04354	"431,654"
04152	K11583	"431,654"
04152	K11584	"431,654"
04152	K13088	"645,372"
04152	K04503	"765,357"
04152	K06627	"765,387"
04152	K01084	"325,181"
04152	K01596	"767,71"
04152	K07188	"618,671"
04152	K00021	"618,712"
04152	K04135	"139,495"
04152	K05062	"139,408"
04152	K07359	"284,490"
04152	K05424	"63,302"
04152	K06259	"139,939"
04152	K05031	"139,686"
04152	K07877	"324,713"
04152	K07901	"324,713"
04152	K07903	"324,713"
04152	K07905	"324,713"
04152	K07881	"324,713"
04152	K07208	"688,1034"
04152	K07206	"599,1041"
04152	K01578	"696,921"
04152	K04427	"438,397"
04152	K05870	"655,292"
04152	K09048	"655,292"
04152	K09047	"655,292"
