kegg_pathway_id	kegg_ko_id	coords
04122	K11996	"271,462"
04122	K12161	"177,462"
04122	K04487	"270,389"
04122	K14169	"362,448"
04122	K14168	"362,431"
04122	K01011	"269,425"
04122	K14171	"363,495"
04122	K04085	"271,619"
04122	K04487	"271,583"
04122	K07237	"177,674"
04122	K07236	"271,674"
04122	K07235	"271,657"
04122	K11179	"341,657"
04122	K03154	"701,747"
04122	K03148	"795,747"
04122	K00566	"406,657"
04122	K04487	"795,674"
04122	K03151	"795,711"
04122	K04487	"795,543"
04122	K03635	"865,579"
04122	K03636	"701,579"
04122	K11996	"795,579"
04122	K03637	"917,557"
04122	K04487	"795,426"
04122	K03635	"701,462"
04122	K11996	"795,462"
04122	K03639	"914,442"
04122	K03639	"916,535"
04122	K03831	"966,580"
04122	K03635	"864,462"
