kegg_pathway_id	kegg_ko_id	coords
00140	K00044	"876,1150"
00140	K13368	"876,1150"
00140	K13369	"876,1150"
00140	K13370	"876,1150"
00140	K13373	"876,1150"
00140	K10251	"876,1150"
00140	K01131	"239,173"
00140	K01015	"239,194"
00140	K00498	"274,242"
00140	K00498	"274,306"
00140	K00498	"129,244"
00140	K00498	"130,302"
00140	K00498	"133,617"
00140	K00498	"203,402"
00140	K00512	"99,416"
00140	K00513	"298,412"
00140	K01822	"347,392"
00140	K00070	"347,392"
00140	K00070	"347,371"
00140	K07430	"332,465"
00140	K01131	"332,542"
00140	K01015	"332,563"
00140	K01822	"347,521"
00140	K00070	"347,521"
00140	K00070	"347,500"
00140	K01822	"347,629"
00140	K00070	"347,629"
00140	K00070	"347,608"
00140	K01822	"347,751"
00140	K00070	"347,751"
00140	K00070	"347,730"
00140	K01822	"347,832"
00140	K00070	"347,832"
00140	K00070	"347,811"
00140	K00497	"296,773"
00140	K07433	"296,773"
00140	K01015	"140,910"
00140	K01131	"140,937"
00140	K07408	"272,943"
00140	K07409	"272,943"
00140	K07412	"272,943"
00140	K07413	"272,943"
00140	K07414	"272,943"
00140	K07424	"272,943"
00140	K17690	"272,943"
00140	K17691	"272,943"
00140	K05296	"188,963"
00140	K01822	"347,1020"
00140	K00070	"347,1020"
00140	K00070	"347,999"
00140	K01822	"347,1235"
00140	K00070	"347,1235"
00140	K00070	"347,1214"
00140	K00513	"298,665"
00140	K01822	"347,1104"
00140	K00070	"347,1104"
00140	K00070	"347,1083"
00140	K00512	"297,584"
00140	K12343	"668,177"
00140	K12344	"668,177"
00140	K12345	"668,177"
00140	K00089	"860,177"
00140	K04119	"860,177"
00140	K07433	"627,295"
00140	K00251	"769,260"
00140	K00037	"853,261"
00140	K00497	"574,380"
00140	K07433	"574,380"
00140	K00513	"470,412"
00140	K05295	"506,469"
00140	K15680	"684,329"
00140	K00071	"735,359"
00140	K00037	"853,330"
00140	K15680	"857,382"
00140	K00038	"959,381"
00140	K00497	"573,512"
00140	K07433	"573,512"
00140	K00513	"626,431"
00140	K00251	"685,501"
00140	K12343	"685,596"
00140	K12344	"685,596"
00140	K12345	"685,596"
00140	K00037	"765,511"
00140	K00038	"853,512"
00140	K00089	"765,598"
00140	K04119	"765,598"
00140	K00038	"853,598"
00140	K05295	"765,641"
00140	K00089	"853,641"
00140	K04119	"853,641"
00140	K00512	"469,584"
00140	K00497	"573,619"
00140	K07433	"573,619"
00140	K00513	"627,668"
00140	K00513	"471,667"
00140	K00044	"765,690"
00140	K13368	"765,690"
00140	K13369	"765,690"
00140	K13370	"765,690"
00140	K13373	"765,690"
00140	K10251	"765,690"
00140	K00251	"685,741"
00140	K00037	"765,740"
00140	K00038	"853,741"
00140	K00497	"574,736"
00140	K07433	"574,736"
00140	K00251	"685,844"
00140	K00037	"765,844"
00140	K00038	"853,844"
00140	K15680	"603,796"
00140	K00071	"651,796"
00140	K00512	"627,584"
00140	K05296	"431,1148"
00140	K10207	"407,1167"
00140	K04119	"407,1167"
00140	K13368	"457,1167"
00140	K13369	"457,1167"
00140	K13370	"457,1167"
00140	K00497	"487,922"
00140	K07433	"487,922"
00140	K15680	"529,873"
00140	K00037	"643,921"
00140	K00251	"535,961"
00140	K00699	"738,961"
00140	K12343	"538,1032"
00140	K12344	"538,1032"
00140	K12345	"538,1032"
00140	K00037	"640,1031"
00140	K00699	"737,1031"
00140	K07434	"540,1094"
00140	K07424	"947,1082"
00140	K17690	"947,1082"
00140	K07434	"541,1225"
00140	K07408	"947,1224"
00140	K00699	"1048,1223"
00140	K00044	"1001,1149"
00140	K13368	"1001,1149"
00140	K13369	"1001,1149"
00140	K13370	"1001,1149"
00140	K13373	"1001,1149"
00140	K10251	"1001,1149"
00140	K12343	"541,1285"
00140	K12344	"541,1285"
00140	K12345	"541,1285"
00140	K00037	"646,1286"
00140	K00251	"541,1350"
00140	K00699	"541,1414"
00140	K00699	"947,935"
00140	K07408	"947,1041"
00140	K00545	"1042,1041"
00140	K00699	"1123,1017"
00140	K00699	"1125,1251"
00140	K00545	"1048,1275"
00140	K07410	"947,1276"
00140	K01016	"878,912"
00140	K01130	"851,953"
00140	K05296	"826,1150"
00140	K00699	"947,1378"
00140	K00037	"780,382"
00140	K05295	"506,644"
00140	K00489	"239,891"
00140	K07433	"685,260"
00140	K07434	"640,1094"
00140	K07434	"763,1094"
00140	K07434	"640,1225"
00140	K07434	"763,1225"
00140	K00512	"456,796"
00140	K00512	"211,796"
00140	K17689	"322,943"
00140	K07415	"322,943"
00140	K17689	"947,1103"
