kegg_pathway_id	kegg_ko_id	coords
00523	K13314	"664,241"
00523	K13306	"328,209"
00523	K01710	"560,202"
00523	K00973	"560,135"
00523	K00067	"560,406"
00523	K13326	"895,548"
00523	K13307	"95,406"
00523	K13330	"1024,474"
00523	K13329	"1024,406"
00523	K13308	"232,270"
00523	K13309	"232,338"
00523	K13310	"232,406"
00523	K13311	"232,474"
00523	K13321	"895,305"
00523	K13322	"895,406"
00523	K13325	"895,474"
00523	K13331	"1146,338"
00523	K13332	"1146,406"
00523	K01790	"560,304"
00523	K12451	"618,338"
00523	K13313	"328,406"
00523	K13312	"328,304"
00523	K13327	"1024,270"
00523	K13315	"785,270"
00523	K13323	"842,380"
00523	K13320	"782,548"
00523	K13319	"782,474"
00523	K13328	"1024,338"
00523	K13316	"785,338"
00523	K13318	"664,474"
00523	K13317	"664,406"
00523	K13324	"842,448"
00523	K12710	"383,406"
00523	K17625	"383,480"
00523	K17947	"512,448"
